Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-June-2022,7.80,8.07,7.75,7.84,7.853087295954577714,14090,349,110650.00,10340,73.39,0.32,0.04
22-June-2022,8.03,8.03,7.70,7.84,7.827591085956844711,28270,321,221286.00,20850,73.75,0.33,-0.19
21-June-2022,8.05,8.05,7.60,7.85,7.770382084662957837,35411,423,275157.00,26459,74.72,0.45,-0.20
20-June-2022,8.05,8.08,7.71,7.78,7.949020574971815107,28384,458,225625.00,24245,85.42,0.37,-0.27
17-June-2022,7.95,8.44,7.95,7.97,8.044836542767577250,55825,386,449103.00,48498,86.88,0.49,0.02
16-June-2022,8.00,8.08,7.93,7.94,7.990103646353646353,32032,332,255939.00,27331,85.32,0.15,-0.06
15-June-2022,7.97,8.07,7.92,7.98,7.980276249561044129,17086,369,136351.00,14510,84.92,0.15,0.01
14-June-2022,7.99,8.08,7.90,7.99,7.968821146054408643,25915,404,206512.00,21942,84.67,0.18,0.00
13-June-2022,8.14,8.14,7.92,7.99,8.006040357553765819,45196,561,361841.00,32583,72.09,0.22,-0.15
10-June-2022,8.04,8.10,7.97,8.04,8.031804683426654274,44113,392,354307.00,35430,80.32,0.13,0.00
9-June-2022,8.00,8.12,7.98,8.02,8.039636072616991702,23741,385,190869.00,16833,70.90,0.14,0.02
8-June-2022,7.99,8.12,7.95,8.00,8.027436823104693140,29085,479,233478.00,22104,76.00,0.17,0.01
7-June-2022,8.20,8.20,7.95,7.99,8.003371764194039591,45970,429,367915.00,41295,89.83,0.25,-0.21
6-June-2022,7.97,8.24,7.97,8.06,8.053583374213976720,44846,453,361171.00,37217,82.99,0.27,0.09
3-June-2022,8.11,8.20,8.03,8.10,8.096198578848421119,31383,421,254083.00,24118,76.85,0.17,-0.01
2-June-2022,8.25,8.25,8.05,8.08,8.105500407615211240,41706,429,338048.00,33909,81.30,0.20,-0.17
1-June-2022,8.19,8.20,8.05,8.13,8.110896228815715812,39298,357,318742.00,34261,87.18,0.15,-0.06
31-May-2022,8.15,8.29,8.05,8.09,8.136120263591433278,43704,485,355581.00,31244,71.49,0.24,-0.06
30-May-2022,8.11,8.19,8.02,8.11,8.120338616492106157,32367,440,262831.00,30242,93.43,0.17,0.00
27-May-2022,8.13,8.24,8.10,8.11,8.119451300934730708,24713,382,200656.00,22062,89.27,0.14,-0.02
26-May-2022,8.11,8.41,7.94,8.13,8.049497077883353874,25153,395,202469.00,18040,71.72,0.47,0.02
25-May-2022,8.35,8.35,8.11,8.20,8.157564200355962369,39330,434,320837.00,29058,73.88,0.24,-0.15
